Gene,Transcript,Motif,Cluster,q_value
H19,ENSMUST00000249623.1,mmu-miR-6922-5p,nucleus_positive,0.0187
H19,ENSMUST00000249623.1,mmu-miR-698-5p,nucleus_positive,0.0283
H19,ENSMUST00000249623.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249623.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249623.1,mmu-miR-5126,nucleus_positive,0.0135
H19,ENSMUST00000249623.1,mmu-miR-762,nucleus_positive,0.0481
H19,ENSMUST00000249624.1,mmu-miR-6931-5p,nucleus_positive,0.00709
H19,ENSMUST00000249624.1,mmu-miR-6922-5p,nucleus_positive,0.0187
H19,ENSMUST00000249624.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249624.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249624.1,mmu-miR-5126,nucleus_positive,0.0135
H19,ENSMUST00000249624.1,mmu-miR-5126,nucleus_positive,0.0206
H19,ENSMUST00000249624.1,mmu-miR-762,nucleus_positive,0.0481
H19,ENSMUST00000249625.1,mmu-miR-675-5p,nucleus_positive,3.93e-08
H19,ENSMUST00000249625.1,mmu-miR-698-5p,nucleus_positive,0.0283
H19,ENSMUST00000249625.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249625.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249625.1,mmu-miR-5126,nucleus_positive,0.0135
H19,ENSMUST00000249625.1,mmu-miR-762,nucleus_positive,0.0481
H19,ENSMUST00000249626.2,mmu-miR-762,nucleus_positive,0.0481
H19,ENSMUST00000249627.1,mmu-miR-675-5p,nucleus_positive,3.93e-08
H19,ENSMUST00000249627.1,mmu-miR-6931-5p,nucleus_positive,0.00709
H19,ENSMUST00000249627.1,mmu-miR-6922-5p,nucleus_positive,0.0187
H19,ENSMUST00000249627.1,mmu-miR-698-5p,nucleus_positive,0.0283
H19,ENSMUST00000249627.1,mmu-miR-6931-5p,nucleus_positive,0.0123
H19,ENSMUST00000249627.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249627.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249627.1,mmu-miR-5126,nucleus_positive,0.0135
H19,ENSMUST00000249627.1,mmu-miR-6931-5p,nucleus_positive,0.0332
H19,ENSMUST00000249627.1,mmu-miR-762,nucleus_positive,0.0481
H19,ENSMUST00000249627.1,mmu-miR-5126,nucleus_positive,0.0448
H19,ENSMUST00000249627.1,mmu-miR-762,nucleus_positive,0.0481
H19,ENSMUST00000249628.1,mmu-miR-675-5p,nucleus_positive,3.93e-08
H19,ENSMUST00000249628.1,mmu-miR-6931-5p,nucleus_positive,0.00709
H19,ENSMUST00000249628.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249628.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249628.1,mmu-miR-5126,nucleus_positive,0.0135
H19,ENSMUST00000249628.1,mmu-miR-762,nucleus_positive,0.0481
H19,ENSMUST00000249629.1,mmu-miR-675-5p,nucleus_positive,3.93e-08
H19,ENSMUST00000249629.1,mmu-miR-6931-5p,nucleus_positive,0.00709
H19,ENSMUST00000249629.1,mmu-miR-6922-5p,nucleus_positive,0.0187
H19,ENSMUST00000249629.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249629.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000249629.1,mmu-miR-5126,nucleus_positive,0.0135
H19,ENSMUST00000299854.1,mmu-miR-675-5p,nucleus_positive,3.93e-08
H19,ENSMUST00000299854.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000299854.1,mmu-miR-5126,nucleus_positive,0.0135
H19,ENSMUST00000299854.1,mmu-miR-762,nucleus_positive,0.0481
H19,ENSMUST00000299855.1,mmu-miR-675-5p,nucleus_positive,3.93e-08
H19,ENSMUST00000299855.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000299855.1,mmu-miR-5126,nucleus_positive,0.0135
H19,ENSMUST00000299855.1,mmu-miR-762,nucleus_positive,0.0481
H19,ENSMUST00000299856.1,mmu-miR-675-5p,nucleus_positive,3.93e-08
H19,ENSMUST00000299856.1,mmu-miR-6931-5p,nucleus_positive,0.00709
H19,ENSMUST00000299856.1,mmu-miR-6922-5p,nucleus_positive,0.0187
H19,ENSMUST00000299856.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000299857.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000299858.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000299858.1,mmu-miR-6931-5p,nucleus_positive,0.0196
H19,ENSMUST00000299858.1,mmu-miR-5126,nucleus_positive,0.0135
H19,ENSMUST00000299858.1,mmu-miR-762,nucleus_positive,0.0481
H2-D1,ENSMUST00000172503.3,mmu-miR-3473b,nucleus_positive,6.47e-06
H2-D1,ENSMUST00000172503.3,mmu-miR-5126,nucleus_positive,0.0399
H2-D1,ENSMUST00000172503.3,mmu-miR-762,nucleus_positive,0.0481
H2-D1,ENSMUST00000172785.8,mmu-miR-3473b,nucleus_positive,6.47e-06
H2-D1,ENSMUST00000172785.8,mmu-miR-5126,nucleus_positive,0.0399
H2-D1,ENSMUST00000172785.8,mmu-miR-762,nucleus_positive,0.0481
H2-K1,ENSMUST00000025181.18,mmu-miR-5126,nucleus_positive,0.0233
H2-K1,ENSMUST00000114311.11,mmu-miR-5126,nucleus_positive,0.0233
H2-K1,ENSMUST00000172782.2,mmu-miR-6919-3p,nucleoplasm_negative,0.035
H2-K1,ENSMUST00000172912.8,mmu-miR-5126,nucleus_positive,0.0233
H2-K1,ENSMUST00000173075.3,mmu-miR-5126,nucleus_positive,0.00676
H2-K1,ENSMUST00000173075.3,mmu-miR-5126,nucleus_positive,0.0233
H2-K1,ENSMUST00000236740.2,mmu-miR-5126,nucleus_positive,0.0233
H2-K1,ENSMUST00000236757.2,mmu-miR-5126,nucleus_positive,0.000193
H2-K1,ENSMUST00000236757.2,mmu-miR-5126,nucleus_positive,0.00676
H2-K1,ENSMUST00000236757.2,mmu-miR-762,nucleus_positive,0.0474
H2-K1,ENSMUST00000236877.2,mmu-miR-5126,nucleus_positive,0.000193
H2-K1,ENSMUST00000236877.2,mmu-miR-5126,nucleus_positive,0.00676
H2-K1,ENSMUST00000236877.2,mmu-miR-5126,nucleus_positive,0.0233
H2-K1,ENSMUST00000236877.2,mmu-miR-762,nucleus_positive,0.0474
H2-K1,ENSMUST00000238098.2,mmu-miR-5126,nucleus_positive,0.0233
Hacd1,ENSMUST00000091429.12,mmu-miR-1893,ribosome_negative,0.0332
Hacd1,ENSMUST00000091429.12,mmu-miR-5130,ribosome_negative,0.042
Hacd1,ENSMUST00000091429.12,mmu-miR-5126,nucleus_positive,0.0448
Hacd1,ENSMUST00000114753.8,mmu-miR-5126,nucleus_positive,0.0448
Hacd1,ENSMUST00000131730.7,mmu-miR-5126,nucleus_positive,0.0448
Hand2os1,ENSMUST00000187718.2,mmu-miR-7648-3p,nucleus_positive,0.0403
Hand2os1,ENSMUST00000189098.2,mmu-miR-149-3p,nucleoplasm_negative,0.0303
Hand2os1,ENSMUST00000189098.2,mmu-miR-7648-3p,nucleus_positive,0.0403
Hand2os1,ENSMUST00000211191.2,mmu-miR-5110,ER_negative,0.0397
Hand2os1,ENSMUST00000211191.2,mmu-miR-3473b,nucleus_positive,0.0357
Hand2os1,ENSMUST00000211191.2,mmu-miR-762,nucleus_positive,0.0421
Hand2os1,ENSMUST00000223675.3,mmu-miR-7648-3p,nucleus_positive,0.0403
Hand2os1,ENSMUST00000223961.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hand2os1,ENSMUST00000223961.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hand2os1,ENSMUST00000223961.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hand2os1,ENSMUST00000223961.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hand2os1,ENSMUST00000223961.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hand2os1,ENSMUST00000223961.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hand2os1,ENSMUST00000223961.2,mmu-miR-466n-5p,nucleus_positive,0.027
Hand2os1,ENSMUST00000225514.2,mmu-miR-5110,ER_negative,0.0397
Hand2os1,ENSMUST00000225514.2,mmu-miR-762,nucleus_positive,0.0421
Hand2os1,ENSMUST00000225887.2,mmu-miR-6931-5p,nucleus_positive,0.0235
Hand2os1,ENSMUST00000225887.2,mmu-miR-762,nucleus_positive,0.0443
Hand2os1,ENSMUST00000245255.1,mmu-miR-6931-5p,nucleus_positive,0.0235
Hand2os1,ENSMUST00000245255.1,mmu-miR-762,nucleus_positive,0.0443
Hand2os1,ENSMUST00000250190.1,mmu-miR-6931-5p,nucleus_positive,0.00933
Hdgfl3,ENSMUST00000026094.6,mmu-miR-5126,nucleus_positive,0.021
Hdgfl3,ENSMUST00000026094.6,mmu-miR-328-5p,nucleoplasm_positive,0.047
Hdgfl3,ENSMUST00000026094.6,mmu-miR-5126,nucleus_positive,0.0377
Hdgfl3,ENSMUST00000026094.6,mmu-miR-762,nucleus_positive,0.0481
Hdgfl3,ENSMUST00000107305.8,mmu-miR-5126,nucleus_positive,0.021
Hdgfl3,ENSMUST00000107305.8,mmu-miR-328-5p,nucleoplasm_positive,0.0447
Hdgfl3,ENSMUST00000107305.8,mmu-miR-328-5p,nucleoplasm_positive,0.047
Hdgfl3,ENSMUST00000107305.8,mmu-miR-467f,chromatin_positive,0.0168
Hdgfl3,ENSMUST00000107305.8,mmu-miR-5126,nucleus_positive,0.0377
Hdgfl3,ENSMUST00000107305.8,mmu-miR-762,nucleus_positive,0.0481
Hdgfl3,ENSMUST00000107305.8,mmu-miR-466m-3p,chromatin_positive,0.0431
Hdgfl3,ENSMUST00000107305.8,mmu-miR-669c-3p,chromatin_positive,0.0409
Hdgfl3,ENSMUST00000149288.2,mmu-miR-3473b,nucleus_positive,0.00108
Hdgfl3,ENSMUST00000149288.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hdgfl3,ENSMUST00000149288.2,mmu-miR-5126,nucleus_positive,0.021
Hdgfl3,ENSMUST00000149288.2,mmu-miR-762,nucleus_positive,0.0349
Herpud1,ENSMUST00000034220.8,mmu-miR-5126,nucleus_positive,0.0399
Herpud1,ENSMUST00000161576.8,mmu-miR-5126,nucleus_positive,0.0399
Hes6,ENSMUST00000086851.2,mmu-miR-5126,nucleus_positive,0.0343
Hes6,ENSMUST00000086851.2,mmu-miR-5126,nucleus_positive,0.0381
Hes6,ENSMUST00000126136.8,mmu-miR-5126,nucleus_positive,0.0377
Hes6,ENSMUST00000132188.8,mmu-miR-5126,nucleus_positive,0.0343
Hes6,ENSMUST00000132188.8,mmu-miR-5126,nucleus_positive,0.0381
Hey2,ENSMUST00000019924.9,mmu-miR-149-3p,nucleoplasm_negative,0.0298
Hey2,ENSMUST00000019924.9,mmu-miR-149-3p,nucleoplasm_negative,0.0303
Hey2,ENSMUST00000019924.9,mmu-miR-7028-5p,nucleus_positive,0.0495
Hey2,ENSMUST00000019924.9,mmu-miR-7648-3p,nucleus_positive,0.0469
Hey2,ENSMUST00000019924.9,mmu-miR-5126,nucleus_positive,0.0381
Hey2,ENSMUST00000019924.9,mmu-miR-762,nucleus_positive,0.0482
Hhip,ENSMUST00000079038.4,mmu-miR-7222-3p,chromatin_negative,0.0451
Hhip,ENSMUST00000079038.4,mmu-miR-5126,nucleus_positive,0.00927
Hhip,ENSMUST00000079038.4,mmu-miR-6931-5p,nucleus_positive,0.0221
Hhip,ENSMUST00000079038.4,mmu-miR-5110,ER_negative,0.037
Hhip,ENSMUST00000079038.4,mmu-miR-1906,ER_negative,0.0402
Hhip,ENSMUST00000079038.4,mmu-miR-762,nucleus_positive,0.0378
Hhip,ENSMUST00000079038.4,mmu-miR-328-5p,nucleoplasm_positive,0.047
Hhip,ENSMUST00000079038.4,mmu-miR-5126,nucleus_positive,0.0377
Hhip,ENSMUST00000079038.4,mmu-miR-466n-5p,nucleus_positive,0.0344
Hhip,ENSMUST00000079038.4,mmu-miR-466n-5p,nucleus_positive,0.0376
Hhip,ENSMUST00000079038.4,mmu-miR-466n-5p,nucleus_positive,0.0484
Hhip,ENSMUST00000155850.3,mmu-miR-466n-5p,nucleus_positive,0.0344
Hid1,ENSMUST00000044152.13,mmu-miR-5110,ER_negative,0.0291
Hid1,ENSMUST00000044152.13,mmu-miR-7669-3p,extracellular_positive,0.0396
Hid1,ENSMUST00000044152.13,mmu-miR-762,nucleus_positive,0.0481
Hid1,ENSMUST00000106542.9,mmu-miR-5110,ER_negative,0.0291
Hid1,ENSMUST00000106542.9,mmu-miR-7669-3p,extracellular_positive,0.0396
Hid1,ENSMUST00000106542.9,mmu-miR-7028-5p,nucleus_positive,0.0495
Hid1,ENSMUST00000106542.9,mmu-miR-762,nucleus_positive,0.0481
Hid1,ENSMUST00000123428.2,mmu-miR-762,nucleus_positive,0.0481
Hid1,ENSMUST00000145316.8,mmu-miR-6931-5p,nucleus_positive,0.0474
Hivep3,ENSMUST00000084306.5,mmu-miR-3473b,nucleus_positive,5.91e-05
Hivep3,ENSMUST00000084306.5,mmu-miR-3473b,nucleus_positive,0.000611
Hivep3,ENSMUST00000084306.5,mmu-miR-669c-3p,chromatin_positive,0.000549
Hivep3,ENSMUST00000084306.5,mmu-miR-669c-3p,chromatin_positive,0.00219
Hivep3,ENSMUST00000084306.5,mmu-miR-3473b,nucleus_positive,0.0255
Hivep3,ENSMUST00000084306.5,mmu-miR-6931-5p,nucleus_positive,0.0477
Hivep3,ENSMUST00000084306.5,mmu-miR-5126,nucleus_positive,0.0343
Hivep3,ENSMUST00000084306.5,mmu-miR-466f-3p,chromatin_positive,0.0125
Hivep3,ENSMUST00000084306.5,mmu-miR-762,nucleus_positive,0.0465
Hivep3,ENSMUST00000084306.5,mmu-miR-669c-3p,chromatin_positive,0.015
Hivep3,ENSMUST00000084306.5,mmu-miR-762,nucleus_positive,0.0481
Hivep3,ENSMUST00000084306.5,mmu-miR-5126,nucleus_positive,0.0402
Hivep3,ENSMUST00000084306.5,mmu-miR-466i-3p,chromatin_positive,0.0311
Hivep3,ENSMUST00000084306.5,mmu-miR-466m-3p,chromatin_positive,0.0355
Hivep3,ENSMUST00000084306.5,mmu-miR-466f-3p,chromatin_positive,0.0312
Hivep3,ENSMUST00000084306.5,mmu-miR-466i-3p,chromatin_positive,0.0353
Hivep3,ENSMUST00000084306.5,mmu-miR-466i-3p,chromatin_positive,0.0381
Hivep3,ENSMUST00000084306.5,mmu-miR-466f-3p,chromatin_positive,0.0476
Hivep3,ENSMUST00000106307.9,mmu-miR-7030-5p,cytoplasm_positive,0.0194
Hivep3,ENSMUST00000106307.9,mmu-miR-6981-5p,ER_negative,0.0209
Hivep3,ENSMUST00000106307.9,mmu-miR-6931-5p,nucleus_positive,0.00933
Hivep3,ENSMUST00000106307.9,mmu-miR-6981-5p,ER_negative,0.0361
Hivep3,ENSMUST00000106307.9,mmu-miR-6968-5p,nucleoplasm_positive,0.0307
Hivep3,ENSMUST00000106307.9,mmu-miR-6931-5p,nucleus_positive,0.0196
Hivep3,ENSMUST00000106307.9,mmu-miR-7669-3p,extracellular_positive,0.0359
Hivep3,ENSMUST00000106307.9,mmu-miR-6931-5p,nucleus_positive,0.0196
Hivep3,ENSMUST00000106307.9,mmu-miR-3473b,nucleus_positive,0.0134
Hivep3,ENSMUST00000106307.9,mmu-miR-6931-5p,nucleus_positive,0.0196
Hivep3,ENSMUST00000106307.9,mmu-miR-328-5p,nucleoplasm_positive,0.0249
Hivep3,ENSMUST00000106307.9,mmu-miR-328-5p,nucleoplasm_positive,0.0271
Hivep3,ENSMUST00000106307.9,mmu-miR-6931-5p,nucleus_positive,0.0276
Hivep3,ENSMUST00000106307.9,mmu-miR-5110,ER_negative,0.0382
Hivep3,ENSMUST00000106307.9,mmu-miR-7648-3p,nucleus_positive,0.0403
Hivep3,ENSMUST00000106307.9,mmu-miR-328-5p,nucleoplasm_positive,0.0358
Hivep3,ENSMUST00000106307.9,mmu-miR-3473b,nucleus_positive,0.0392
Hivep3,ENSMUST00000106307.9,mmu-miR-762,nucleus_positive,0.0335
Hivep3,ENSMUST00000106307.9,mmu-miR-328-5p,nucleoplasm_positive,0.0358
Hivep3,ENSMUST00000106307.9,mmu-miR-6968-5p,nucleoplasm_positive,0.0498
Hivep3,ENSMUST00000106307.9,mmu-miR-762,nucleus_positive,0.0335
Hivep3,ENSMUST00000106307.9,mmu-miR-6931-5p,nucleus_positive,0.0499
Hivep3,ENSMUST00000106307.9,mmu-miR-5126,nucleus_positive,0.0326
Hivep3,ENSMUST00000106307.9,mmu-miR-762,nucleus_positive,0.0481
Hivep3,ENSMUST00000106307.9,mmu-miR-762,nucleus_positive,0.0481
Hivep3,ENSMUST00000106307.9,mmu-miR-762,nucleus_positive,0.0481
Hivep3,ENSMUST00000106307.9,mmu-miR-466n-5p,nucleus_positive,0.0321
Hivep3,ENSMUST00000106307.9,mmu-miR-466n-5p,nucleus_positive,0.0321
Hivep3,ENSMUST00000106307.9,mmu-miR-762,nucleus_positive,0.0498
Hivep3,ENSMUST00000106307.9,mmu-miR-466n-5p,nucleus_positive,0.0332
Hivep3,ENSMUST00000106307.9,mmu-miR-466n-5p,nucleus_positive,0.0362
Hivep3,ENSMUST00000106307.9,mmu-miR-466n-5p,nucleus_positive,0.0423
Hivep3,ENSMUST00000136547.2,mmu-miR-669c-3p,chromatin_positive,0.00206
Hivep3,ENSMUST00000136547.2,mmu-miR-149-3p,nucleoplasm_negative,0.0412
Hivep3,ENSMUST00000136547.2,mmu-miR-466i-3p,chromatin_positive,0.00723
Hivep3,ENSMUST00000136547.2,mmu-miR-467f,chromatin_positive,0.0144
Hivep3,ENSMUST00000136547.2,mmu-miR-467f,chromatin_positive,0.0168
Hivep3,ENSMUST00000136547.2,mmu-miR-466f-3p,chromatin_positive,0.0125
Hivep3,ENSMUST00000136547.2,mmu-miR-466f-3p,chromatin_positive,0.0384
Hivep3,ENSMUST00000141605.8,mmu-miR-5126,nucleus_positive,0.0402
Hivep3,ENSMUST00000143837.2,mmu-miR-346-3p,mitochondrion_negative,0.0355
Hivep3,ENSMUST00000166542.3,mmu-miR-6981-5p,ER_negative,0.0209
Hivep3,ENSMUST00000166542.3,mmu-miR-6385,cytoplasm_negative,0.0428
Hivep3,ENSMUST00000166542.3,mmu-miR-6981-5p,ER_negative,0.0361
Hivep3,ENSMUST00000166542.3,mmu-miR-7669-3p,extracellular_positive,0.0359
Hivep3,ENSMUST00000166542.3,mmu-miR-5130,ribosome_negative,0.042
Hivep3,ENSMUST00000166542.3,mmu-miR-5130,ribosome_negative,0.0441
Hivep3,ENSMUST00000166542.3,mmu-miR-346-3p,mitochondrion_negative,0.0263
Hivep3,ENSMUST00000166542.3,mmu-miR-5110,ER_negative,0.0382
Hivep3,ENSMUST00000166542.3,mmu-miR-6919-3p,nucleoplasm_negative,0.0442
Hmgn2,ENSMUST00000102553.11,mmu-miR-346-3p,mitochondrion_negative,0.0467
Hmgn2,ENSMUST00000145025.8,mmu-miR-6968-5p,nucleoplasm_positive,0.0307
Hmgn2,ENSMUST00000145025.8,mmu-miR-6980-5p,nucleoplasm_positive,0.0337
Hmgn2,ENSMUST00000145025.8,mmu-miR-5126,nucleus_positive,0.00699
Hmgn2,ENSMUST00000145025.8,mmu-miR-5126,nucleus_positive,0.00745
Hmgn2,ENSMUST00000145025.8,mmu-miR-7011-5p,cytoplasm_negative,0.0479
Hmgn2,ENSMUST00000145025.8,mmu-miR-762,nucleus_positive,0.0335
Hmgn2,ENSMUST00000145025.8,mmu-miR-328-5p,nucleoplasm_positive,0.047
Hmgn2,ENSMUST00000145025.8,mmu-miR-5126,nucleus_positive,0.0343
Hnrnpa1,ENSMUST00000230489.2,mmu-miR-6958-5p,nucleus_positive,0.0489
Hnrnpa1,ENSMUST00000230489.2,mmu-miR-6931-5p,nucleus_positive,0.0332
Hoxa3,ENSMUST00000114434.9,mmu-miR-6919-3p,nucleoplasm_negative,0.0126
Hoxa3,ENSMUST00000114434.9,mmu-miR-762,nucleus_positive,0.0253
Hoxa3,ENSMUST00000114434.9,mmu-miR-6919-3p,nucleoplasm_negative,0.035
Hoxa3,ENSMUST00000114434.9,mmu-miR-5110,ER_negative,0.0407
Hoxa3,ENSMUST00000114434.9,mmu-miR-7648-3p,nucleus_positive,0.0437
Hoxa3,ENSMUST00000114434.9,mmu-miR-6919-3p,nucleoplasm_negative,0.0493
Hoxa3,ENSMUST00000114434.9,mmu-miR-466n-5p,nucleus_positive,0.0245
Hoxa3,ENSMUST00000114434.9,mmu-miR-762,nucleus_positive,0.0481
Hoxa3,ENSMUST00000114434.9,mmu-miR-762,nucleus_positive,0.0481
Hoxa3,ENSMUST00000114434.9,mmu-miR-762,nucleus_positive,0.0481
Hoxa3,ENSMUST00000114434.9,mmu-miR-5126,nucleus_positive,0.0462
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0126
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0151
Hoxa3,ENSMUST00000142764.2,mmu-miR-762,nucleus_positive,0.0437
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0177
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0231
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.027
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0321
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.0377
Hoxa3,ENSMUST00000142764.2,mmu-miR-466n-5p,nucleus_positive,0.044
Hoxa3,ENSMUST00000148446.3,mmu-miR-6931-5p,nucleus_positive,0.0332
Hoxa9,ENSMUST00000048680.8,mmu-miR-7648-3p,nucleus_positive,0.0279
Hoxa9,ENSMUST00000048680.8,mmu-miR-1893,ribosome_negative,0.0446
Hoxa9,ENSMUST00000048680.8,mmu-miR-7669-3p,extracellular_positive,0.0459
Hoxa9,ENSMUST00000048680.8,mmu-miR-5110,ER_negative,0.0373
Hoxa9,ENSMUST00000048680.8,mmu-miR-5126,nucleus_positive,0.0343
Hoxa9,ENSMUST00000048680.8,mmu-miR-762,nucleus_positive,0.0474
Hoxa9,ENSMUST00000048680.8,mmu-miR-466n-5p,nucleus_positive,0.0452
Hoxa9,ENSMUST00000114425.3,mmu-miR-7648-3p,nucleus_positive,0.0279
Hoxa9,ENSMUST00000114425.3,mmu-miR-7669-3p,extracellular_positive,0.0459
Hoxa9,ENSMUST00000114425.3,mmu-miR-5110,ER_negative,0.0373
Hoxa9,ENSMUST00000114425.3,mmu-miR-762,nucleus_positive,0.0474
Hoxa9,ENSMUST00000154641.8,mmu-miR-5110,ER_negative,0.0373
Hoxa9,ENSMUST00000174115.2,mmu-miR-6931-5p,nucleus_positive,0.0123
Hoxa9,ENSMUST00000174115.2,mmu-miR-5126,nucleus_positive,0.018
Hoxaas2,ENSMUST00000114435.2,mmu-miR-466n-5p,nucleus_positive,0.0245
Hoxaas2,ENSMUST00000189230.2,mmu-miR-7011-5p,cytoplasm_negative,0.0428
Hoxaas2,ENSMUST00000189230.2,mmu-miR-7011-5p,cytoplasm_negative,0.0497
Hoxaas2,ENSMUST00000189230.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0455
Hoxb5os,ENSMUST00000140952.3,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000140952.3,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Hoxb5os,ENSMUST00000140952.3,mmu-miR-5126,nucleus_positive,0.0448
Hoxb5os,ENSMUST00000140952.3,mmu-miR-762,nucleus_positive,0.0481
Hoxb5os,ENSMUST00000150698.4,mmu-miR-6919-3p,nucleoplasm_negative,0.00987
Hoxb5os,ENSMUST00000150698.4,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000150698.4,mmu-miR-762,nucleus_positive,0.0481
Hoxb5os,ENSMUST00000247169.2,mmu-miR-6919-3p,nucleoplasm_negative,0.00987
Hoxb5os,ENSMUST00000247169.2,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000247169.2,mmu-miR-762,nucleus_positive,0.0481
Hoxb5os,ENSMUST00000355168.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355168.1,mmu-miR-7648-3p,nucleus_positive,0.0403
Hoxb5os,ENSMUST00000355168.1,mmu-miR-762,nucleus_positive,0.0335
Hoxb5os,ENSMUST00000355168.1,mmu-miR-762,nucleus_positive,0.0481
Hoxb5os,ENSMUST00000355169.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355170.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355170.1,mmu-miR-762,nucleus_positive,0.0481
Hoxb5os,ENSMUST00000355171.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355172.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355173.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355173.1,mmu-miR-762,nucleus_positive,0.0481
Hoxb5os,ENSMUST00000355174.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355175.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355175.1,mmu-miR-762,nucleus_positive,0.0481
Hoxb5os,ENSMUST00000355176.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355177.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355177.1,mmu-miR-762,nucleus_positive,0.0481
Hoxb5os,ENSMUST00000355181.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355182.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355182.1,mmu-miR-762,nucleus_positive,0.0481
Hoxb5os,ENSMUST00000355183.1,mmu-miR-6919-3p,nucleoplasm_negative,0.00987
Hoxb5os,ENSMUST00000355183.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355184.1,mmu-miR-6919-3p,nucleoplasm_negative,0.00987
Hoxb5os,ENSMUST00000355184.1,mmu-miR-1906,ER_negative,0.036
Hoxb5os,ENSMUST00000355184.1,mmu-miR-762,nucleus_positive,0.0481
Hoxb5os,ENSMUST00000355185.1,mmu-miR-6919-3p,nucleoplasm_negative,0.00987
Hoxb5os,ENSMUST00000355185.1,mmu-miR-1906,ER_negative,0.036
