Gene,Transcript,Cluster
Dlg4,ENSMUST00000134376.10,nucleoplasm_negative
Dlg4,ENSMUST00000134376.10,nucleus_positive
Dlg4,ENSMUST00000138004.3,nucleus_positive
Dlg4,ENSMUST00000138004.3,ribosome_negative
Dlg4,ENSMUST00000231221.2,ER_negative
Dlg4,ENSMUST00000231221.2,chromatin_positive
Dlg4,ENSMUST00000231221.2,extracellular_positive
Dlg4,ENSMUST00000231221.2,nucleus_positive
Dlg4,ENSMUST00000231415.2,chromatin_positive
Dlg4,ENSMUST00000231415.2,nucleoplasm_positive
Dlg4,ENSMUST00000231415.2,nucleus_positive
Dlg4,ENSMUST00000231452.2,cytoplasm_negative
Dlg4,ENSMUST00000231452.2,nucleus_positive
Dlg4,ENSMUST00000231506.2,cytoplasm_negative
Dlg4,ENSMUST00000231506.2,nucleus_positive
Dlg4,ENSMUST00000231628.2,nucleus_positive
Dlg4,ENSMUST00000232002.2,nucleoplasm_negative
Dlg4,ENSMUST00000232659.2,nucleoplasm_negative
Dlk1,ENSMUST00000056110.15,mitochondrion_negative
Dlk1,ENSMUST00000056110.15,nucleoplasm_negative
Dlk1,ENSMUST00000056110.15,nucleus_positive
Dlk1,ENSMUST00000109841.9,nucleus_positive
Dlk1,ENSMUST00000109843.8,nucleoplasm_positive
Dlk1,ENSMUST00000109843.8,nucleus_positive
Dlk1,ENSMUST00000109844.11,mitochondrion_negative
Dlk1,ENSMUST00000109844.11,nucleus_positive
Dlk1,ENSMUST00000109846.11,nucleoplasm_positive
Dlk1,ENSMUST00000109846.11,nucleus_positive
Dlk1,ENSMUST00000124293.3,nucleus_positive
Dlk1,ENSMUST00000173539.8,mitochondrion_negative
Dlk1,ENSMUST00000173539.8,nucleoplasm_positive
Dlk1,ENSMUST00000173539.8,nucleus_positive
Dlk1,ENSMUST00000174539.2,nucleus_positive
Dll1,ENSMUST00000014917.8,chromatin_positive
Dll1,ENSMUST00000124196.2,nucleoplasm_positive
Dll1,ENSMUST00000124196.2,nucleus_positive
Dll1,ENSMUST00000129395.8,cytoplasm_negative
Dll1,ENSMUST00000129395.8,nucleoplasm_negative
Dlx1,ENSMUST00000037119.4,ER_negative
Dlx1,ENSMUST00000037119.4,nucleoplasm_negative
Dlx1,ENSMUST00000037119.4,nucleus_positive
Dlx1,ENSMUST00000145088.2,ER_negative
Dlx1,ENSMUST00000145088.2,chromatin_negative
Dlx1,ENSMUST00000145088.2,nucleoplasm_negative
Dlx1,ENSMUST00000145088.2,nucleus_positive
Dlx1,ENSMUST00000145088.2,ribosome_negative
Dlx1,ENSMUST00000145444.2,ER_negative
Dlx1,ENSMUST00000172629.2,nucleoplasm_negative
Dlx1,ENSMUST00000172629.2,nucleus_positive
Dmxl2,ENSMUST00000118163.8,chromatin_positive
Dmxl2,ENSMUST00000118163.8,extracellular_positive
Dmxl2,ENSMUST00000118600.8,chromatin_positive
Dmxl2,ENSMUST00000118600.8,extracellular_positive
Dmxl2,ENSMUST00000123709.8,extracellular_positive
Dmxl2,ENSMUST00000149709.2,chromatin_positive
Dock10,ENSMUST00000077946.12,chromatin_positive
Dock10,ENSMUST00000187698.2,ER_negative
Dock10,ENSMUST00000191505.2,nucleus_positive
Dpy19l1,ENSMUST00000142064.8,ER_negative
Dpy19l1,ENSMUST00000142064.8,nucleus_positive
Dpy19l1,ENSMUST00000152480.2,cytoplasm_negative
Dpy19l1,ENSMUST00000170356.2,ER_negative
Dpy19l1,ENSMUST00000170356.2,chromatin_positive
Dpy19l1,ENSMUST00000170356.2,nucleus_positive
Dpysl4,ENSMUST00000026551.15,nucleoplasm_positive
Dpysl4,ENSMUST00000026551.15,nucleus_positive
Dpysl4,ENSMUST00000121184.2,mitochondrion_negative
Dpysl4,ENSMUST00000122844.8,nucleus_positive
Dpysl4,ENSMUST00000154273.8,nucleus_positive
Dpysl5,ENSMUST00000088081.11,nucleoplasm_positive
Dpysl5,ENSMUST00000088081.11,nucleus_positive
Dpysl5,ENSMUST00000101442.4,nucleus_positive
Dpysl5,ENSMUST00000114729.8,chromatin_positive
Dpysl5,ENSMUST00000114729.8,nucleoplasm_positive
Dpysl5,ENSMUST00000114729.8,nucleus_positive
Dpysl5,ENSMUST00000127365.2,nucleus_positive
Dpysl5,ENSMUST00000136657.2,mitochondrion_negative
Dpysl5,ENSMUST00000138625.2,mitochondrion_negative
Dtl,ENSMUST00000027933.11,chromatin_positive
Dtl,ENSMUST00000027933.11,nucleus_positive
Dtl,ENSMUST00000192014.2,extracellular_positive
Dtl,ENSMUST00000192014.2,nucleus_positive
Dtl,ENSMUST00000193977.6,chromatin_positive
Dtl,ENSMUST00000195650.6,chromatin_positive
Dtl,ENSMUST00000195650.6,nucleus_positive
Dtl,ENSMUST00000195765.6,nucleus_positive
Dtnbp1,ENSMUST00000072329.15,chromatin_positive
Dtnbp1,ENSMUST00000072329.15,nucleus_positive
Dtnbp1,ENSMUST00000220555.2,chromatin_positive
Dtnbp1,ENSMUST00000220555.2,mitochondrion_negative
Dtnbp1,ENSMUST00000221393.2,mitochondrion_negative
Dtnbp1,ENSMUST00000221413.2,mitochondrion_negative
Dtnbp1,ENSMUST00000222321.2,mitochondrion_negative
Dtnbp1,ENSMUST00000222583.2,mitochondrion_negative
Dtnbp1,ENSMUST00000222805.2,chromatin_positive
Dtnbp1,ENSMUST00000222805.2,nucleus_positive
Dtnbp1,ENSMUST00000222990.2,mitochondrion_negative
Dtnbp1,ENSMUST00000223524.2,ribosome_negative
Ebf2,ENSMUST00000022637.14,nucleus_positive
Ebf2,ENSMUST00000176029.2,cytoplasm_positive
Ebf2,ENSMUST00000176161.8,nucleus_positive
Ebf2,ENSMUST00000176161.8,ribosome_negative
Ecpas,ENSMUST00000102889.10,nucleus_positive
Ecpas,ENSMUST00000107557.9,ER_negative
Ecpas,ENSMUST00000107557.9,chromatin_positive
Ecpas,ENSMUST00000107557.9,nucleus_positive
Ecpas,ENSMUST00000149301.8,nucleus_positive
Edil3,ENSMUST00000043111.7,nucleus_positive
Edil3,ENSMUST00000081769.13,nucleus_positive
Edil3,ENSMUST00000118731.8,nucleus_positive
Edil3,ENSMUST00000133761.2,nucleus_positive
Edil3,ENSMUST00000134241.8,nucleus_positive
Edil3,ENSMUST00000134241.8,ribosome_negative
Edil3,ENSMUST00000137921.8,ribosome_negative
Edil3,ENSMUST00000140625.2,nucleus_positive
Edil3,ENSMUST00000140625.2,ribosome_negative
Edil3,ENSMUST00000153974.8,nucleus_positive
Eef1d,ENSMUST00000055220.7,nucleoplasm_positive
Eef1d,ENSMUST00000089681.12,nucleus_positive
Eef1d,ENSMUST00000109972.9,nucleus_positive
Eef1d,ENSMUST00000116440.9,nucleus_positive
Eef1d,ENSMUST00000134222.2,nucleoplasm_negative
Eef1d,ENSMUST00000134222.2,nucleus_positive
Eef1d,ENSMUST00000137426.8,nucleoplasm_negative
Eef1d,ENSMUST00000137426.8,nucleus_positive
Eef1d,ENSMUST00000151066.8,nucleus_positive
Eef1d,ENSMUST00000154584.9,nucleus_positive
Eeig2,ENSMUST00000046924.10,chromatin_positive
Eeig2,ENSMUST00000171143.2,nucleus_positive
Egflam,ENSMUST00000058593.10,chromatin_positive
Egflam,ENSMUST00000058593.10,nucleoplasm_negative
Egflam,ENSMUST00000058593.10,nucleus_positive
Egflam,ENSMUST00000096494.5,chromatin_positive
Egflam,ENSMUST00000096494.5,nucleoplasm_positive
Egflam,ENSMUST00000096494.5,nucleus_positive
Egflam,ENSMUST00000160207.8,chromatin_positive
Egflam,ENSMUST00000160207.8,nucleoplasm_positive
Egflam,ENSMUST00000160207.8,nucleus_positive
Egflam,ENSMUST00000160273.8,nucleoplasm_negative
Egflam,ENSMUST00000160314.2,nucleus_positive
Eif5a,ENSMUST00000043419.10,nucleus_positive
Eif5a,ENSMUST00000070996.11,nucleus_positive
Eif5a,ENSMUST00000071026.10,chromatin_negative
Eif5a,ENSMUST00000071026.10,mitochondrion_negative
Eif5a,ENSMUST00000108607.8,chromatin_negative
Eif5a,ENSMUST00000108609.8,chromatin_negative
Eif5a,ENSMUST00000108610.8,nucleus_positive
Eif5a,ENSMUST00000108611.8,nucleus_positive
Eif5a,ENSMUST00000108612.8,nucleus_positive
Eif5a,ENSMUST00000108613.10,nucleus_positive
Eif5a,ENSMUST00000152589.2,chromatin_negative
Eif5a,ENSMUST00000153652.8,chromatin_negative
Eif5a,ENSMUST00000164359.8,nucleoplasm_positive
Eif5a,ENSMUST00000164359.8,nucleus_positive
Elavl2,ENSMUST00000008633.15,nucleus_positive
Elavl2,ENSMUST00000102799.10,nucleus_positive
Elavl2,ENSMUST00000107110.8,nucleus_positive
Elavl2,ENSMUST00000107111.9,chromatin_positive
Elavl2,ENSMUST00000107118.8,nucleus_positive
Elavl2,ENSMUST00000107120.8,nucleus_positive
Elavl2,ENSMUST00000107124.10,chromatin_positive
Elavl2,ENSMUST00000107124.10,nucleus_positive
Elavl2,ENSMUST00000176151.2,nucleus_positive
Elavl2,ENSMUST00000176362.2,nucleus_positive
Elavl2,ENSMUST00000176469.2,ER_negative
Elavl4,ENSMUST00000102722.9,nucleoplasm_negative
Elavl4,ENSMUST00000102723.11,nucleoplasm_negative
Elavl4,ENSMUST00000102723.11,nucleus_positive
Elavl4,ENSMUST00000106597.10,chromatin_positive
Elavl4,ENSMUST00000106597.10,nucleus_positive
Elavl4,ENSMUST00000106598.8,nucleoplasm_negative
Elavl4,ENSMUST00000106598.8,nucleus_positive
Elavl4,ENSMUST00000106600.9,chromatin_positive
Elavl4,ENSMUST00000106600.9,nucleus_positive
Elavl4,ENSMUST00000106601.8,nucleoplasm_negative
Elavl4,ENSMUST00000106601.8,nucleus_positive
Elavl4,ENSMUST00000106603.9,chromatin_positive
Elavl4,ENSMUST00000106603.9,nucleus_positive
Elavl4,ENSMUST00000153200.2,nucleoplasm_negative
Elmo1,ENSMUST00000072519.7,nucleus_positive
Elmo1,ENSMUST00000180767.2,nucleus_positive
Elmo1,ENSMUST00000181429.8,chromatin_positive
Elmo1,ENSMUST00000181429.8,nucleus_positive
Elmo1,ENSMUST00000221067.2,nucleoplasm_negative
Elmo1,ENSMUST00000249938.1,nucleus_positive
Eng,ENSMUST00000009705.14,nucleus_positive
Eng,ENSMUST00000113272.8,nucleus_positive
Eng,ENSMUST00000156306.2,nucleoplasm_negative
Eng,ENSMUST00000167841.8,nucleus_positive
Eng,ENSMUST00000192455.2,nucleoplasm_negative
Eno1,ENSMUST00000080926.13,nucleoplasm_negative
Eno1,ENSMUST00000136310.2,ribosome_negative
Eno3,ENSMUST00000072841.12,nucleoplasm_positive
Eno3,ENSMUST00000134087.8,mitochondrion_negative
Ephb2,ENSMUST00000059287.14,extracellular_positive
Ephb2,ENSMUST00000059287.14,nucleoplasm_positive
Ephb2,ENSMUST00000059287.14,nucleus_positive
Ephb2,ENSMUST00000105845.9,ER_negative
Ephb2,ENSMUST00000105845.9,chromatin_positive
Ephb2,ENSMUST00000105845.9,extracellular_positive
Ephb2,ENSMUST00000105845.9,nucleoplasm_positive
Ephb2,ENSMUST00000105845.9,nucleus_positive
Ephb2,ENSMUST00000105846.9,extracellular_positive
Ephb2,ENSMUST00000105846.9,nucleoplasm_negative
Ephb2,ENSMUST00000105846.9,nucleus_positive
Ephb2,ENSMUST00000144573.2,extracellular_positive
Ephb2,ENSMUST00000144573.2,nucleoplasm_positive
Ephb2,ENSMUST00000144573.2,nucleus_positive
Ephb2,ENSMUST00000156558.2,nucleoplasm_negative
Ephb6,ENSMUST00000114732.3,ER_negative
Ephb6,ENSMUST00000114732.3,mitochondrion_negative
Ephb6,ENSMUST00000114732.3,nucleoplasm_positive
Ephb6,ENSMUST00000114732.3,ribosome_negative
Ephb6,ENSMUST00000167082.2,mitochondrion_negative
Ephb6,ENSMUST00000167497.2,nucleoplasm_negative
Ephb6,ENSMUST00000170624.2,ER_negative
Ephb6,ENSMUST00000170624.2,nucleoplasm_negative
Erc2,ENSMUST00000090302.6,ER_negative
Erc2,ENSMUST00000090302.6,nucleus_positive
Erc2,ENSMUST00000209752.2,nucleus_positive
Erc2,ENSMUST00000209800.2,ER_negative
Erc2,ENSMUST00000210135.2,ER_negative
Erc2,ENSMUST00000210135.2,nucleus_positive
Erc2,ENSMUST00000210924.2,ER_negative
Erc2,ENSMUST00000210924.2,nucleus_positive
Erc2,ENSMUST00000211087.2,cytoplasm_negative
Erc2,ENSMUST00000211087.2,nucleoplasm_negative
Erc2,ENSMUST00000211087.2,ribosome_negative
Erc2,ENSMUST00000211145.2,ER_negative
Erc2,ENSMUST00000211145.2,nucleoplasm_negative
Erc2,ENSMUST00000211145.2,ribosome_negative
Erc2,ENSMUST00000211627.2,nucleoplasm_negative
Erc2,ENSMUST00000211627.2,ribosome_negative
Erc2,ENSMUST00000211636.2,nucleoplasm_negative
Espl1,ENSMUST00000064924.6,chromatin_positive
Espl1,ENSMUST00000064924.6,nucleoplasm_positive
Espl1,ENSMUST00000064924.6,nucleus_positive
Espl1,ENSMUST00000229050.2,chromatin_positive
Espl1,ENSMUST00000229050.2,nucleoplasm_positive
Espl1,ENSMUST00000229050.2,nucleus_positive
Espl1,ENSMUST00000230617.2,cytoplasm_negative
Espl1,ENSMUST00000230617.2,nucleoplasm_negative
Espl1,ENSMUST00000230617.2,nucleus_positive
Etl4,ENSMUST00000045555.11,nucleoplasm_positive
Etl4,ENSMUST00000045555.11,nucleus_positive
Etl4,ENSMUST00000066509.10,cytoplasm_negative
Etl4,ENSMUST00000066509.10,nucleoplasm_negative
Etl4,ENSMUST00000066509.10,nucleus_positive
Etl4,ENSMUST00000114604.9,nucleoplasm_positive
Etl4,ENSMUST00000114604.9,nucleus_positive
Etl4,ENSMUST00000114606.8,nucleoplasm_negative
Etl4,ENSMUST00000114606.8,nucleus_positive
Etl4,ENSMUST00000114607.8,cytoplasm_negative
Etl4,ENSMUST00000114607.8,mitochondrion_negative
Etl4,ENSMUST00000114607.8,nucleoplasm_negative
Etl4,ENSMUST00000114607.8,nucleus_positive
Etl4,ENSMUST00000114608.3,nucleoplasm_negative
Etl4,ENSMUST00000114608.3,nucleus_positive
Etl4,ENSMUST00000114610.8,ER_negative
Etl4,ENSMUST00000114610.8,nucleoplasm_negative
Etl4,ENSMUST00000114610.8,nucleus_positive
Etl4,ENSMUST00000114614.8,nucleoplasm_positive
Etl4,ENSMUST00000114614.8,nucleus_positive
Etl4,ENSMUST00000114627.8,nucleoplasm_negative
Etl4,ENSMUST00000114627.8,nucleus_positive
Etl4,ENSMUST00000125772.2,cytoplasm_negative
Etl4,ENSMUST00000125772.2,nucleoplasm_negative
Etl4,ENSMUST00000125772.2,nucleus_positive
Etl4,ENSMUST00000139531.2,cytoplasm_negative
Etl4,ENSMUST00000139531.2,mitochondrion_negative
Etl4,ENSMUST00000139531.2,nucleoplasm_negative
Etl4,ENSMUST00000146488.8,mitochondrion_negative
Etl4,ENSMUST00000146488.8,nucleus_positive
Etl4,ENSMUST00000146613.8,nucleus_positive
Etl4,ENSMUST00000156587.2,nucleus_positive
Etl4,ENSMUST00000238889.2,mitochondrion_negative
Eya2,ENSMUST00000063433.8,nucleoplasm_negative
Eya2,ENSMUST00000063433.8,nucleus_positive
Eya2,ENSMUST00000088132.13,nucleoplasm_positive
Eya2,ENSMUST00000088132.13,nucleus_positive
Eya2,ENSMUST00000128280.2,ribosome_negative
Eya2,ENSMUST00000150638.8,nucleoplasm_negative
Eya2,ENSMUST00000150669.2,nucleoplasm_negative
Fam110a,ENSMUST00000062047.6,nucleoplasm_positive
Fam110a,ENSMUST00000062047.6,nucleus_positive
Fam110a,ENSMUST00000109863.2,nucleus_positive
Fam110a,ENSMUST00000109864.8,ER_negative
Fam110a,ENSMUST00000109864.8,nucleoplasm_positive
Fam110a,ENSMUST00000109864.8,nucleus_positive
Fam110a,ENSMUST00000109865.8,ER_negative
Fam110a,ENSMUST00000109865.8,nucleus_positive
Fam53b,ENSMUST00000065371.14,extracellular_positive
Fam53b,ENSMUST00000065371.14,nucleus_positive
Fam53b,ENSMUST00000097998.9,extracellular_positive
Fam53b,ENSMUST00000097998.9,nucleoplasm_positive
Fam53b,ENSMUST00000097998.9,nucleus_positive
Fam53b,ENSMUST00000097999.9,extracellular_positive
Fam53b,ENSMUST00000097999.9,nucleoplasm_positive
Fam53b,ENSMUST00000097999.9,nucleus_positive
Fam53b,ENSMUST00000106168.2,ER_negative
Fam53b,ENSMUST00000106168.2,extracellular_positive
Fam53b,ENSMUST00000106168.2,nucleus_positive
Fam53b,ENSMUST00000106169.8,extracellular_positive
Fam53b,ENSMUST00000106169.8,nucleus_positive
Fam53b,ENSMUST00000134946.3,nucleus_positive
Fam78b,ENSMUST00000122929.2,nucleus_positive
Fam78b,ENSMUST00000126198.3,nucleus_positive
Fam78b,ENSMUST00000128373.2,chromatin_positive
Fam78b,ENSMUST00000128373.2,nucleoplasm_positive
Fam78b,ENSMUST00000128373.2,nucleus_positive
Fam78b,ENSMUST00000156025.2,nucleoplasm_positive
Fam78b,ENSMUST00000156025.2,nucleus_positive
Fam78b,ENSMUST00000165874.8,chromatin_positive
Fam78b,ENSMUST00000165874.8,nucleoplasm_positive
Fam78b,ENSMUST00000165874.8,nucleus_positive
Fam78b,ENSMUST00000190081.7,chromatin_positive
Fam78b,ENSMUST00000190081.7,nucleoplasm_positive
Fam78b,ENSMUST00000190081.7,nucleus_positive
Fanca,ENSMUST00000035495.15,ER_negative
Fanca,ENSMUST00000035495.15,nucleus_positive
Fanca,ENSMUST00000118395.2,ER_negative
Fanca,ENSMUST00000118395.2,nucleus_positive
Fanca,ENSMUST00000127904.8,ER_negative
Fanca,ENSMUST00000127904.8,nucleoplasm_negative
Fanca,ENSMUST00000127904.8,ribosome_negative
Fanca,ENSMUST00000150318.2,ER_negative
Fanca,ENSMUST00000155488.8,ER_negative
Fanca,ENSMUST00000155488.8,nucleoplasm_negative
Fanca,ENSMUST00000155488.8,ribosome_negative
Fbrsl1,ENSMUST00000056124.11,ER_negative
Fbrsl1,ENSMUST00000056124.11,mitochondrion_negative
Fbrsl1,ENSMUST00000056124.11,nucleoplasm_negative
Fbrsl1,ENSMUST00000056124.11,nucleus_positive
Fbrsl1,ENSMUST00000056124.11,ribosome_negative
Fbrsl1,ENSMUST00000069483.12,ER_negative
Fbrsl1,ENSMUST00000069483.12,nucleoplasm_positive
Fbrsl1,ENSMUST00000069483.12,nucleus_positive
Fbrsl1,ENSMUST00000196801.5,ER_negative
Fbrsl1,ENSMUST00000196801.5,chromatin_positive
Fbrsl1,ENSMUST00000196801.5,nucleoplasm_positive
Fbrsl1,ENSMUST00000196801.5,nucleus_positive
Fbrsl1,ENSMUST00000198415.3,nucleus_positive
Fbrsl1,ENSMUST00000198768.3,ER_negative
Fbrsl1,ENSMUST00000198768.3,chromatin_positive
Fbrsl1,ENSMUST00000198768.3,nucleoplasm_positive
Fbrsl1,ENSMUST00000198768.3,nucleus_positive
Fbrsl1,ENSMUST00000198834.2,ER_negative
Fbrsl1,ENSMUST00000198834.2,nucleoplasm_negative
Fbrsl1,ENSMUST00000198834.2,nucleus_positive
Fbrsl1,ENSMUST00000200293.2,nucleoplasm_negative
Fbrsl1,ENSMUST00000200293.2,nucleus_positive
Fbxl18,ENSMUST00000035985.8,ER_negative
Fbxl18,ENSMUST00000035985.8,nucleus_positive
Fbxl18,ENSMUST00000110766.8,ER_negative
Fbxl18,ENSMUST00000110766.8,chromatin_positive
Fbxl18,ENSMUST00000110766.8,extracellular_positive
Fbxl18,ENSMUST00000110766.8,nucleoplasm_positive
Fbxl18,ENSMUST00000110766.8,nucleus_positive
Fbxl18,ENSMUST00000156725.2,ER_negative
Fbxl18,ENSMUST00000156725.2,chromatin_positive
Fbxl18,ENSMUST00000156725.2,nucleoplasm_positive
Fbxl18,ENSMUST00000156725.2,nucleus_positive
Fbxl7,ENSMUST00000059204.11,chromatin_positive
Fbxl7,ENSMUST00000059204.11,nucleus_positive
Fbxl7,ENSMUST00000226377.2,nucleoplasm_negative
Fbxl7,ENSMUST00000226377.2,nucleus_positive
Fbxo16,ENSMUST00000224629.2,nucleoplasm_positive
Fbxo16,ENSMUST00000224629.2,nucleus_positive
Fbxo16,ENSMUST00000226005.2,cytoplasm_negative
Fbxo16,ENSMUST00000226005.2,nucleus_positive
Fchsd2,ENSMUST00000032931.9,ER_negative
Fchsd2,ENSMUST00000032931.9,chromatin_positive
Fchsd2,ENSMUST00000032931.9,nucleus_positive
Fchsd2,ENSMUST00000098250.10,ER_negative
Fchsd2,ENSMUST00000098250.10,chromatin_positive
Fchsd2,ENSMUST00000098250.10,nucleus_positive
Fchsd2,ENSMUST00000145802.8,chromatin_positive
Fchsd2,ENSMUST00000145802.8,nucleus_positive
Fchsd2,ENSMUST00000208063.2,nucleus_positive
Fchsd2,ENSMUST00000208638.2,cytoplasm_negative
Fchsd2,ENSMUST00000208917.2,chromatin_positive
Fchsd2,ENSMUST00000208917.2,nucleoplasm_negative
Fchsd2,ENSMUST00000208917.2,nucleus_positive
Fchsd2,ENSMUST00000208917.2,ribosome_negative
Fez2,ENSMUST00000070039.14,nucleus_positive
Fez2,ENSMUST00000112487.3,nucleus_positive
Fez2,ENSMUST00000234029.2,nucleus_positive
Fez2,ENSMUST00000234052.2,nucleus_positive
Fez2,ENSMUST00000234067.2,nucleus_positive
Fez2,ENSMUST00000234530.2,nucleus_positive
Fez2,ENSMUST00000234601.2,cytoplasm_negative
Fez2,ENSMUST00000234900.2,chromatin_positive
Fez2,ENSMUST00000234900.2,cytoplasm_negative
Fez2,ENSMUST00000234900.2,membrane_negative
Fez2,ENSMUST00000234900.2,nucleus_positive
Fgd4,ENSMUST00000069284.14,membrane_negative
Fgd4,ENSMUST00000159058.8,ER_negative
Fgd4,ENSMUST00000159058.8,membrane_negative
Fgd4,ENSMUST00000159542.8,membrane_negative
Fgd4,ENSMUST00000161188.9,membrane_negative
Fgd4,ENSMUST00000161624.2,nucleus_positive
Fgd4,ENSMUST00000161861.8,nucleus_positive
Fgd4,ENSMUST00000162045.8,membrane_negative
Fgd4,ENSMUST00000162045.8,nucleus_positive
Fgd4,ENSMUST00000162124.8,membrane_negative
Fgd4,ENSMUST00000162542.8,membrane_negative
Fgd4,ENSMUST00000172181.9,membrane_negative
Fgf13,ENSMUST00000033473.12,nucleus_positive
Fgf13,ENSMUST00000119833.8,nucleus_positive
Fgf13,ENSMUST00000145767.2,nucleus_positive
Fgf13,ENSMUST00000150413.2,ER_negative
Fhl1,ENSMUST00000023854.10,extracellular_positive
Fhl1,ENSMUST00000114769.9,chromatin_positive
Fhl1,ENSMUST00000114769.9,nucleus_positive
Firre,ENSMUST00000203933.4,ER_negative
Firre,ENSMUST00000203933.4,extracellular_positive
Firre,ENSMUST00000203933.4,nucleoplasm_positive
Firre,ENSMUST00000204974.4,chromatin_positive
Firre,ENSMUST00000204974.4,nucleoplasm_positive
Firre,ENSMUST00000204974.4,nucleus_positive
Firre,ENSMUST00000205059.4,extracellular_positive
Firre,ENSMUST00000270283.1,extracellular_positive
Firre,ENSMUST00000270288.1,ER_negative
Firre,ENSMUST00000270289.1,ER_negative
Firre,ENSMUST00000270293.1,extracellular_positive
Firre,ENSMUST00000270297.1,nucleus_positive
Firre,ENSMUST00000270298.1,nucleus_positive
Firre,ENSMUST00000270299.1,nucleus_positive
Firre,ENSMUST00000270300.1,nucleus_positive
Firre,ENSMUST00000270303.1,chromatin_positive
Firre,ENSMUST00000270303.1,nucleus_positive
Firre,ENSMUST00000270306.1,chromatin_positive
Firre,ENSMUST00000270309.1,chromatin_positive
Firre,ENSMUST00000270309.1,nucleus_positive
Firre,ENSMUST00000270311.1,extracellular_positive
Firre,ENSMUST00000270312.1,extracellular_positive
Fmn1,ENSMUST00000081349.9,ER_negative
Fmn1,ENSMUST00000081349.9,nucleus_positive
Fmn1,ENSMUST00000099576.9,ER_negative
Fmn1,ENSMUST00000099576.9,chromatin_positive
Fmn1,ENSMUST00000099576.9,nucleoplasm_positive
Fmn1,ENSMUST00000099576.9,nucleus_positive
Fmn1,ENSMUST00000102547.10,ER_negative
Fmn1,ENSMUST00000102547.10,cytoplasm_negative
Fmn1,ENSMUST00000102547.10,nucleoplasm_negative
Fmn1,ENSMUST00000102547.10,nucleus_positive
Fmn1,ENSMUST00000110954.7,ER_negative
Fmn1,ENSMUST00000110954.7,nucleoplasm_negative
Fmn1,ENSMUST00000110954.7,nucleus_positive
Fmn1,ENSMUST00000161731.5,ER_negative
Fmn1,ENSMUST00000161731.5,cytoplasm_negative
Fmn1,ENSMUST00000161731.5,nucleoplasm_negative
Fmn1,ENSMUST00000238883.2,ER_negative
Fmn1,ENSMUST00000238883.2,nucleoplasm_negative
Fmnl3,ENSMUST00000081224.14,ER_negative
Fmnl3,ENSMUST00000081224.14,extracellular_positive
Fmnl3,ENSMUST00000081224.14,nucleus_positive
Fmnl3,ENSMUST00000088233.13,ER_negative
Fmnl3,ENSMUST00000088233.13,extracellular_positive
Fmnl3,ENSMUST00000088233.13,nucleoplasm_positive
Fmnl3,ENSMUST00000088233.13,nucleus_positive
Fmnl3,ENSMUST00000120633.2,ER_negative
Fmnl3,ENSMUST00000120633.2,extracellular_positive
Fmnl3,ENSMUST00000120633.2,nucleoplasm_negative
Fmnl3,ENSMUST00000120633.2,nucleus_positive
Fmnl3,ENSMUST00000139767.2,ER_negative
Fmnl3,ENSMUST00000139767.2,cytoplasm_negative
Fmnl3,ENSMUST00000139767.2,nucleoplasm_negative
Fn1,ENSMUST00000055226.13,ER_negative
Fn1,ENSMUST00000055226.13,nucleus_positive
Fn1,ENSMUST00000185408.7,ER_negative
Fn1,ENSMUST00000185408.7,chromatin_positive
Fn1,ENSMUST00000185408.7,nucleus_positive
Fn1,ENSMUST00000186129.7,nucleus_positive
Fn1,ENSMUST00000186736.2,nucleus_positive
Fn1,ENSMUST00000186879.2,mitochondrion_negative
Fn1,ENSMUST00000186879.2,nucleus_positive
Fn1,ENSMUST00000186940.7,nucleus_positive
Fn1,ENSMUST00000187627.2,ER_negative
Fn1,ENSMUST00000187938.7,ER_negative
Fn1,ENSMUST00000187938.7,chromatin_positive
Fn1,ENSMUST00000187938.7,nucleus_positive
Fn1,ENSMUST00000188092.2,chromatin_negative
Fn1,ENSMUST00000188674.7,ER_negative
Fn1,ENSMUST00000188674.7,chromatin_positive
Fn1,ENSMUST00000188674.7,nucleus_positive
Fn1,ENSMUST00000188894.7,ER_negative
Fn1,ENSMUST00000188894.7,chromatin_positive
Fn1,ENSMUST00000188894.7,nucleus_positive
Fn1,ENSMUST00000189160.2,nucleus_positive
Fn1,ENSMUST00000189821.7,ER_negative
Fn1,ENSMUST00000189821.7,chromatin_positive
Fn1,ENSMUST00000189821.7,nucleus_positive
Fn1,ENSMUST00000190780.7,ER_negative
Fn1,ENSMUST00000190780.7,chromatin_positive
Fn1,ENSMUST00000190780.7,nucleus_positive
Fosb,ENSMUST00000003640.4,chromatin_positive
Fosb,ENSMUST00000003640.4,nucleus_positive
Fosb,ENSMUST00000207334.2,chromatin_positive
Fosb,ENSMUST00000207334.2,nucleus_positive
Fosb,ENSMUST00000207716.2,nucleus_positive
Fosb,ENSMUST00000208230.2,ER_negative
Fosb,ENSMUST00000208230.2,chromatin_positive
Fosb,ENSMUST00000208230.2,nucleoplasm_positive
Fosb,ENSMUST00000208230.2,nucleus_positive
Fosb,ENSMUST00000208326.2,chromatin_positive
Fosb,ENSMUST00000208326.2,nucleus_positive
Fosb,ENSMUST00000208446.2,nucleus_positive
Fosb,ENSMUST00000208505.2,chromatin_positive
Fosb,ENSMUST00000208505.2,cytoplasm_negative
Fosb,ENSMUST00000208505.2,nucleoplasm_negative
