sequence_id,chromatin_prob,cytoplasm_prob,cytosol_prob,endoplasmic reticulum_prob,extracellular region_prob,membrane_prob,mitochondrion_prob,nucleolus_prob,nucleoplasm_prob,nucleus_prob,ribosome_prob,predicted_locations
ENSMUST00000101206.10,1.0,1.0,1.0,0.0024587717,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000102553.11,1.0,1.0,1.0,7.6872767e-14,1.0,1.0,1.0835047e-06,1.0,1.0,1.0,0.8776264,chromatin;cytoplasm;cytosol;extracellular region;membrane;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000079282.8,3.874374e-10,3.563882e-09,0.99998605,4.958288e-08,0.99937385,9.201959e-10,1.2336425e-10,8.233437e-08,6.4236127e-13,0.60579634,9.4455714e-08,cytosol;extracellular region;nucleus
ENSMUST00000080149.6,0.5902075,3.2968467e-07,1.0,6.7200267e-19,1.0,0.9999943,1.0,1.0,0.9993611,1.0,0.026138121,chromatin;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus
ENSMUST00000100225.9,0.32556695,0.9999987,0.99999905,1.478388e-06,1.0,1.0,1.0,0.99305737,0.7997521,0.99802434,0.99994826,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000074721.6,6.5003e-05,1.0377565e-05,1.0,2.5469793e-11,1.0,0.9664589,0.69252247,0.08223516,0.7938203,1.0,0.7012926,cytosol;extracellular region;membrane;mitochondrion;nucleoplasm;nucleus;ribosome
ENSMUST00000081654.13,0.9960006,1.0,1.0,0.0100457845,1.0,0.7357576,1.0,1.0,0.9998424,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000081224.14,1.0,1.0,1.0,0.0022929038,1.0,1.0,1.0,1.0,0.99999976,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000103074.2,1.0,1.0,1.0,6.6048835e-07,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000080926.13,0.9994832,0.9793203,1.0,5.3285614e-21,1.0,0.9103767,0.48648593,0.9663544,0.2753746,1.0,0.9999987,chromatin;cytoplasm;cytosol;extracellular region;membrane;nucleolus;nucleus;ribosome
ENSMUST00000063747.12,1.0,1.0,1.0,0.57442653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;endoplasmic reticulum;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000101251.8,0.9944133,1.0,1.0,4.293402e-14,1.0,1.0,1.0,1.0,0.9999995,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000102507.10,1.0,1.0,1.0,2.73092e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000077159.8,4.373473e-11,1.0,1.0,7.164041e-15,1.0,0.004633673,1.0,5.6054296e-06,1.17465966e-07,1.0,1.0,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000080658.12,4.8367296e-11,1.3111788e-09,1.0,1.109677e-22,1.0,6.780267e-08,0.9135783,0.99800044,0.0012814037,1.0,1.5771448e-07,cytosol;extracellular region;mitochondrion;nucleolus;nucleus
ENSMUST00000102584.11,0.0036836297,1.0,1.0,1.8624631e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000076333.12,1.852399e-08,0.0052737636,1.0,1.8600958e-12,1.0,4.3384023e-08,1.0,0.00032417336,0.22682114,1.0,0.9927095,cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000086828.10,1.0,1.0,1.0,1.6655888e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000080371.8,1.0,1.0,1.0,5.1519424e-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000103110.10,1.6789987e-12,0.0012284484,1.0,1.4001526e-17,1.0,9.981818e-07,0.9565125,7.2981165e-05,0.0011090862,1.0,0.0017046357,cytosol;extracellular region;mitochondrion;nucleus
ENSMUST00000098275.9,4.3324753e-06,0.00015235317,1.0,1.1846476e-22,1.0,1.8361336e-06,0.059776545,1.2712239e-06,4.9542234e-07,1.0,0.03282124,cytosol;extracellular region;nucleus
ENSMUST00000064770.9,0.999998,0.13033086,0.999998,4.7427853e-09,1.0,1.0,0.999962,0.9999995,1.0,1.0,0.9953656,chromatin;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000086643.12,0.9999957,1.0,1.0,5.0930356e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000063879.13,1.5736916e-08,0.9998783,1.0,0.06498223,1.0,0.99999714,0.66215074,1.0,0.9290643,0.99999046,0.7954104,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000073418.13,0.82467145,0.9998203,1.0,8.694379e-17,1.0,0.9129808,1.0,0.99997973,0.840944,1.0,0.9999999,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000100241.10,7.032927e-16,0.17063266,1.0,1.5175273e-18,1.0,1.0,0.99999654,0.019943781,5.1880397e-06,1.0,0.99999917,cytosol;extracellular region;membrane;mitochondrion;nucleus;ribosome
ENSMUST00000091903.5,1.0,1.0,1.0,9.27137e-14,1.0,1.0,1.0,0.8879709,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000088132.13,1.0,1.0,1.0,1.2983648e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000103013.10,0.9999999,0.99999666,1.0,0.043346416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000093355.12,8.1762204e-07,0.9976634,0.99982244,5.058471e-13,1.0,1.1199631e-09,0.99997437,0.0032545046,2.0208508e-06,1.0,1.0,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000086909.5,0.013012594,4.244459e-14,0.9999975,1.6329294e-15,2.1949633e-07,1.3983675e-06,3.3083054e-11,0.7176867,0.023462374,0.9999989,1.3471418e-11,cytosol;nucleolus;nucleus
ENSMUST00000092325.11,0.9217015,1.0,1.0,5.19369e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000076155.6,3.926526e-09,0.9639568,0.93202084,3.4305052e-12,1.0,1.863785e-09,0.99993217,2.1648137e-09,5.404468e-21,0.99952793,8.641925e-08,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus
ENSMUST00000089680.10,1.5850198e-17,1.6891764e-10,9.765042e-07,1.19503365e-20,1.0,1.7678803e-17,1.2489279e-09,4.1212332e-16,4.627223e-20,2.6504856e-06,5.374892e-10,extracellular region
ENSMUST00000099972.5,0.99994016,1.0,1.0,8.435919e-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000099374.9,0.99993837,1.0,1.0,9.295942e-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000105354.8,0.2643538,0.99999905,1.0,1.7246235e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000085077.5,0.9998685,1.0,1.0,8.84832e-18,1.0,1.0,1.0,1.0,0.99999964,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000073581.6,0.00020549988,0.951483,1.0,2.4810938e-14,1.0,8.736525e-06,0.99999845,0.0026207154,2.3055816e-11,1.0,1.0,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000098134.5,0.8981491,0.9999919,1.0,2.4342413e-07,1.0,0.99995756,1.0,0.0042387983,0.00063300267,1.0,0.99999976,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleus;ribosome
ENSMUST00000091967.13,0.887515,0.9985417,1.0,2.5435264e-05,1.0,0.99595034,1.0,0.11200967,0.9924039,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleoplasm;nucleus;ribosome
ENSMUST00000099576.9,0.9382564,1.0,1.0,6.4902797e-12,1.0,0.9998809,1.0,1.0,0.97323656,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000071006.9,0.9850969,1.6333049e-09,1.0,3.5880989e-22,1.0,0.99993324,0.9999914,0.00038379547,0.0001942176,1.0,1.5059948e-09,chromatin;cytosol;extracellular region;membrane;mitochondrion;nucleus
ENSMUST00000077355.12,8.727696e-07,0.4938755,1.0,1.0707996e-14,1.0,2.4930139e-06,1.0,0.6082627,8.899823e-11,1.0,1.0,cytosol;extracellular region;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000088081.11,0.0072832247,0.99929285,1.0,3.3049583e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000076788.12,3.718719e-19,1.997863e-14,8.260292e-06,1.1463916e-23,1.0,9.534685e-15,1.0558713e-09,1.4457657e-26,7.2683135e-15,2.0601998e-05,1.1065217e-18,extracellular region
ENSMUST00000088494.3,0.12532234,1.0,1.0,0.026024267,1.0,1.0,0.9999993,1.0,1.0,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000072841.12,7.128285e-06,0.0017354309,1.0,8.8847615e-15,1.0,1.0,1.0,1.0,0.9932614,1.0,0.9999999,cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000103114.8,1.0,1.0,1.0,8.2428485e-08,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000075410.5,0.7141364,0.99999857,1.0,4.319204e-06,1.0,0.20729634,1.0,0.41506338,1.4313362e-07,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000066285.6,0.77232856,0.99999285,1.0,1.1129576e-06,1.0,0.99996924,0.9999939,0.9999702,0.0414568,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000070039.14,1.0,1.0,1.0,2.5499255e-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000089610.10,0.9979893,0.9999999,1.0,3.8061622e-13,1.0,0.0019741764,1.0,0.9947412,0.0065320786,1.0,0.9999999,chromatin;cytoplasm;cytosol;extracellular region;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000066882.10,0.8507371,1.0,1.0,0.0056798584,1.0,0.99764425,1.0,0.9999999,0.9999999,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000103002.8,1.5569846e-07,1.0,1.0,2.5214981e-17,1.0,0.9999083,0.99989414,0.9998258,0.018279491,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000105409.8,0.29003662,1.0,1.0,0.17920078,1.0,0.9955729,1.0,0.8100518,0.9902816,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000103064.10,0.9999325,1.0,1.0,2.0971773e-05,1.0,1.0,1.0,0.99999607,0.9999999,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000092955.11,2.3868613e-06,1.2024184e-13,1.0,1.6385669e-19,1.0,1.2762012e-13,0.019848086,3.0366938e-11,2.7322277e-19,1.0,0.00017605587,cytosol;extracellular region;nucleus
ENSMUST00000089874.9,1.0,1.0,1.0,5.276558e-06,1.0,1.0,1.0,0.99999595,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000094452.4,0.9999999,0.9999993,1.0,3.6958216e-05,1.0,0.9997696,1.0,0.99968684,0.9999999,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000103004.10,1.9044322e-23,2.1173491e-21,0.99607265,8.38724e-25,1.0,1.2549799e-11,0.9997732,6.0444896e-18,2.2919325e-15,0.7624177,3.7009202e-09,cytosol;extracellular region;mitochondrion;nucleus
ENSMUST00000097774.9,0.0023600154,1.0,1.0,1.5795634e-17,1.0,0.9947483,1.0,0.99361753,0.07198246,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000085065.12,5.435253e-07,0.0021179998,0.99996877,1.5967593e-05,1.0,2.4331384e-05,0.99979895,2.5571037e-06,3.52175e-06,0.98868936,0.99999785,cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000076894.11,1.0,1.0,1.0,3.5218775e-06,1.0,1.0,0.9999542,0.9999995,0.9999995,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000067538.6,1.0,1.0,1.0,0.0001346589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000064445.2,1.7789845e-14,1.7931299e-09,0.99986315,7.554105e-22,0.9999994,1.2371369e-10,0.99999094,3.1057316e-11,2.085821e-19,1.0,1.3157069e-11,cytosol;extracellular region;mitochondrion;nucleus
ENSMUST00000098106.10,1.0,1.0,1.0,5.941055e-07,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000105255.3,0.00023122011,0.9294494,1.0,2.3593555e-12,1.0,0.99763954,1.0,0.9999838,0.9999993,1.0,0.9991091,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000063470.11,1.3122913e-06,1.2459635e-06,1.0,2.0457597e-18,1.0,3.2886095e-07,0.99998903,0.7951035,0.9096234,1.0,0.99886477,cytosol;extracellular region;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000098444.9,1.1629775e-08,2.6859023e-10,1.0,1.5053051e-13,1.0,0.91315114,5.49452e-05,0.99998987,0.030075416,1.0,9.7501366e-14,cytosol;extracellular region;membrane;nucleolus;nucleus
ENSMUST00000071026.10,3.1145273e-06,6.599317e-16,0.0074812504,3.1233893e-17,1.0,1.6851864e-17,0.04736839,2.7915639e-11,2.4794565e-22,0.21796383,1.2640201e-18,extracellular region
ENSMUST00000103112.8,0.0010005216,1.0,1.0,5.6970055e-15,1.0,0.99984574,1.0,0.9999938,0.28703365,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000084701.12,0.0003118951,1.6115606e-12,1.0,7.927084e-16,0.86851794,0.13557215,1.1238136e-07,0.0032050584,1.2462448e-07,0.9999995,1.75684e-11,cytosol;extracellular region;nucleus
ENSMUST00000102743.10,1.0,1.0,1.0,6.3187337e-12,1.0,0.9998975,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000079594.12,0.04296418,1.0,1.0,5.4659684e-12,1.0,1.0,0.9999995,1.0,1.0,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000072331.13,4.5193428e-13,3.0225418e-15,0.021197492,1.0937067e-23,1.0,1.9990298e-06,1.1230979e-07,2.4856409e-14,8.8995144e-08,0.024835156,1.2392441e-07,extracellular region
ENSMUST00000105670.8,1.0,1.0,1.0,2.9540492e-09,1.0,1.0,1.0,1.0,0.99969196,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000105272.8,0.8984922,0.9273281,1.0,0.17129298,1.0,0.009284127,0.931319,0.00010875142,4.611156e-06,1.0,0.25637087,chromatin;cytoplasm;cytosol;extracellular region;mitochondrion;nucleus
ENSMUST00000098250.10,1.0,1.0,1.0,2.6384437e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000105846.9,2.2779181e-10,0.99959964,1.0,8.607659e-08,1.0,0.63245064,1.0,0.00020816457,1.0061993e-14,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleus;ribosome
ENSMUST00000070575.14,1.0,1.0,1.0,2.3342574e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000082094.5,0.014208347,1.0,1.0,3.4998675e-12,1.0,0.99999964,1.0,0.9999999,0.76189923,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000102889.10,0.63388884,0.87282896,1.0,1.2843063e-06,1.0,0.9298524,1.0,0.01049521,0.1699002,0.9999999,0.99998045,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleus;ribosome
ENSMUST00000081029.3,5.977872e-08,3.4991053e-13,0.99911505,1.6904553e-22,0.9999528,3.8415313e-11,0.013076851,0.0054445784,8.062929e-14,1.0,1.0207878e-11,cytosol;extracellular region;nucleus
ENSMUST00000091556.12,0.9999999,1.0,1.0,5.5121662e-17,1.0,1.0,1.0,0.99997354,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000088355.12,0.9999925,0.8692778,1.0,1.7477572e-05,1.0,0.998558,0.9999993,0.9979182,0.0017229674,1.0,0.64656264,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000071370.7,0.14362328,1.0,1.0,3.8919085e-12,1.0,0.99868244,1.0,1.0,0.9999217,1.0,0.9999999,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000099178.10,0.8361002,0.9999814,1.0,5.794582e-23,1.0,2.8340123e-06,1.0,0.98423856,3.545572e-05,1.0,0.99999964,chromatin;cytoplasm;cytosol;extracellular region;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000102871.10,1.0,1.0,1.0,1.4757506e-17,1.0,1.0,1.0,1.0,1.0,1.0,0.9999995,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000087189.7,1.5951082e-08,1.6058769e-17,0.0016950575,2.0686177e-27,1.0,2.5730758e-09,2.1963734e-16,8.3309866e-11,1.1608581e-13,0.99834096,9.510841e-18,extracellular region;nucleus
ENSMUST00000078953.9,0.49112326,0.99999845,1.0,5.797815e-14,1.0,0.9999999,0.9999999,0.9999789,0.9989028,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000105357.2,0.9986217,1.0,1.0,0.9942312,1.0,0.99999976,1.0,0.99031466,0.95084536,1.0,1.0,chromatin;cytoplasm;cytosol;endoplasmic reticulum;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000103120.5,1.0,1.0,1.0,4.317297e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000078272.13,0.24344409,1.0,1.0,2.960756e-09,1.0,1.0,1.0,1.0,0.9999975,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000069098.7,0.9999708,1.0,1.0,3.8428687e-05,1.0,1.0,1.0,0.999995,0.99999976,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000098938.9,1.0,1.0,1.0,4.38514e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000086075.13,1.0,1.0,1.0,0.00010887137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000091429.12,1.0060216e-09,6.353246e-09,0.19562726,7.408621e-21,1.0,0.43208346,1.3046906e-06,6.5592374e-08,0.9406324,0.99956506,5.3720896e-07,extracellular region;nucleoplasm;nucleus
ENSMUST00000074856.13,1.0,1.0,1.0,1.2606832e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000073822.6,0.9999417,4.0924593e-07,1.0,9.514607e-12,1.0,0.9999927,0.9999975,0.9999881,0.027434522,1.0,0.9997725,chromatin;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000064383.7,0.00014530105,4.580134e-07,1.0,2.0908742e-07,1.0,1.0,1.0,0.99643314,2.2302389e-05,1.0,1.0,cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000068271.5,2.2965383e-13,0.997022,1.0,4.129532e-21,1.0,0.9999994,1.0,1.0,1.0406811e-05,1.0,0.9982249,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000074729.6,1.0,0.99998784,1.0,5.5913763e-08,1.0,1.0,0.9999653,0.9999994,0.9999802,1.0,0.99999964,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000096482.10,0.99999666,1.0,1.0,0.015701594,1.0,1.0,1.0,0.9999999,0.9124629,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000093166.11,0.9059003,0.99940324,1.0,2.4408845e-08,1.0,0.99994767,1.0,0.9998605,0.066446245,1.0,0.99999976,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000064924.6,1.0,1.0,1.0,0.863462,1.0,0.9999999,1.0,1.0,0.99999917,1.0,1.0,chromatin;cytoplasm;cytosol;endoplasmic reticulum;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000102611.10,1.0,1.0,1.0,6.674865e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000090247.7,0.7868396,1.0,1.0,0.01726799,1.0,1.0,1.0,0.9999974,0.61005354,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000092663.4,1.0,0.9999827,1.0,0.0016447508,1.0,0.8990745,0.9854983,0.99017394,2.948621e-06,1.0,0.9999546,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000100497.11,1.0,1.0,1.0,3.0017312e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000074834.12,0.9640274,1.0,1.0,1.5645198e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000097950.9,0.00020561648,1.0,1.0,2.0974169e-07,1.0,0.99998033,1.0,0.5412206,0.99856025,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000071044.13,0.0010518889,0.041753158,1.0,1.536097e-08,1.0,1.8684527e-07,0.99982125,4.051478e-06,4.8556336e-05,1.0,0.9985684,cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000067778.8,1.0,1.0,1.0,1.0136039e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000105867.8,2.0144787e-05,0.0062930654,1.0,4.077564e-20,1.0,0.14604995,0.0218873,3.5736375e-12,0.022219228,1.0,0.00029642816,cytosol;extracellular region;nucleus
ENSMUST00000097913.9,0.0026350906,0.85605687,1.0,3.3790193e-13,1.0,0.030735658,1.0,0.10249794,0.00042829826,1.0,0.90405285,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
